,Index,Country,Gender,Demographics Question,Demographics Response,Question,Value,Status
8214,8214,Myanmar,M,Education,Primary,... if she argues with him,12.6,Medium
8215,8215,Myanmar,M,Education,Secondary,... if she argues with him,13.6,Medium
8216,8216,Myanmar,M,Education,Higher,... if she burns the food,3.5,Very High
8217,8217,Myanmar,M,Education,No education,... if she burns the food,6.8,High
8218,8218,Myanmar,M,Education,Primary,... if she burns the food,9.8,High
8219,8219,Myanmar,M,Education,Secondary,... if she burns the food,7.8,High
8220,8220,Myanmar,M,Education,Higher,... if she goes out without telling him,9.1,High
8221,8221,Myanmar,M,Education,No education,... if she goes out without telling him,14.8,Medium
8222,8222,Myanmar,M,Education,Primary,... if she goes out without telling him,17.8,Medium
8223,8223,Myanmar,M,Education,Secondary,... if she goes out without telling him,17.2,Medium
8224,8224,Myanmar,M,Education,Higher,... if she neglects the children,32.6,Low
8225,8225,Myanmar,M,Education,No education,... if she neglects the children,29.6,Low
8226,8226,Myanmar,M,Education,Primary,... if she neglects the children,38.7,Low
8227,8227,Myanmar,M,Education,Secondary,... if she neglects the children,44.4,Low
8228,8228,Myanmar,M,Education,Higher,... if she refuses to have sex with him,5.5,High
8229,8229,Myanmar,M,Education,No education,... if she refuses to have sex with him,9.5,High
8230,8230,Myanmar,M,Education,Primary,... if she refuses to have sex with him,9.9,High
8231,8231,Myanmar,M,Education,Secondary,... if she refuses to have sex with him,11.1,Medium
8232,8232,Myanmar,M,Employment,Employed for cash,... for at least one specific reason,48.4,Very Low
8233,8233,Myanmar,M,Employment,Employed for kind,... for at least one specific reason,53.4,Very Low
8234,8234,Myanmar,M,Employment,Unemployed,... for at least one specific reason,52.3,Very Low
8235,8235,Myanmar,M,Employment,Employed for cash,... if she argues with him,12.7,Medium
8236,8236,Myanmar,M,Employment,Employed for kind,... if she argues with him,18.1,Medium
8237,8237,Myanmar,M,Employment,Unemployed,... if she argues with him,15.4,Medium
8238,8238,Myanmar,M,Employment,Employed for cash,... if she burns the food,7.9,High
8239,8239,Myanmar,M,Employment,Employed for kind,... if she burns the food,10.1,Medium
8240,8240,Myanmar,M,Employment,Unemployed,... if she burns the food,7.6,High
8241,8241,Myanmar,M,Employment,Employed for cash,... if she goes out without telling him,16.3,Medium
8242,8242,Myanmar,M,Employment,Employed for kind,... if she goes out without telling him,19.8,Medium
8243,8243,Myanmar,M,Employment,Unemployed,... if she goes out without telling him,16.5,Medium
8244,8244,Myanmar,M,Employment,Employed for cash,... if she neglects the children,39.6,Low
8245,8245,Myanmar,M,Employment,Employed for kind,... if she neglects the children,41.1,Low
8246,8246,Myanmar,M,Employment,Unemployed,... if she neglects the children,40.4,Low
8247,8247,Myanmar,M,Employment,Employed for cash,... if she refuses to have sex with him,9.7,High
8248,8248,Myanmar,M,Employment,Employed for kind,... if she refuses to have sex with him,12.7,Medium
8249,8249,Myanmar,M,Employment,Unemployed,... if she refuses to have sex with him,11.9,Medium
8250,8250,Myanmar,M,Marital status,Married or living together,... for at least one specific reason,44.8,Low
8251,8251,Myanmar,M,Marital status,Never married,... for at least one specific reason,55.4,Very Low
8252,8252,Myanmar,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,61.3,Very Low
8253,8253,Myanmar,M,Marital status,Married or living together,... if she argues with him,12.2,Medium
8254,8254,Myanmar,M,Marital status,Never married,... if she argues with him,14.2,Medium
8255,8255,Myanmar,M,Marital status,"Widowed, divorced, separated",... if she argues with him,24.1,Medium
8256,8256,Myanmar,M,Marital status,Married or living together,... if she burns the food,6.8,High
8257,8257,Myanmar,M,Marital status,Never married,... if she burns the food,9.8,High
8258,8258,Myanmar,M,Marital status,"Widowed, divorced, separated",... if she burns the food,13.1,Medium
8259,8259,Myanmar,M,Marital status,Married or living together,... if she goes out without telling him,15.2,Medium
8260,8260,Myanmar,M,Marital status,Never married,... if she goes out without telling him,18.1,Medium
8261,8261,Myanmar,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,26.8,Low
8262,8262,Myanmar,M,Marital status,Married or living together,... if she neglects the children,36.6,Low
8263,8263,Myanmar,M,Marital status,Never married,... if she neglects the children,44.9,Low
8264,8264,Myanmar,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,45.5,Very Low
8265,8265,Myanmar,M,Marital status,Married or living together,... if she refuses to have sex with him,7.2,High
8266,8266,Myanmar,M,Marital status,Never married,... if she refuses to have sex with him,15.3,Medium
8267,8267,Myanmar,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,10.3,Medium
8268,8268,Myanmar,M,Residence,Rural,... for at least one specific reason,48.8,Very Low
8269,8269,Myanmar,M,Residence,Urban,... for at least one specific reason,49.5,Very Low
8270,8270,Myanmar,M,Residence,Rural,... if she argues with him,14.2,Medium
8271,8271,Myanmar,M,Residence,Urban,... if she argues with him,10.7,Medium
8272,8272,Myanmar,M,Residence,Rural,... if she burns the food,8.3,High
8273,8273,Myanmar,M,Residence,Urban,... if she burns the food,7.3,High
8274,8274,Myanmar,M,Residence,Rural,... if she goes out without telling him,17.4,Medium
8275,8275,Myanmar,M,Residence,Urban,... if she goes out without telling him,14.3,Medium
8276,8276,Myanmar,M,Residence,Rural,... if she neglects the children,39.0,Low
8277,8277,Myanmar,M,Residence,Urban,... if she neglects the children,41.5,Low
8278,8278,Myanmar,M,Residence,Rural,... if she refuses to have sex with him,9.5,High
8279,8279,Myanmar,M,Residence,Urban,... if she refuses to have sex with him,11.6,Medium
8280,8280,Namibia,F,Age,15-24,... for at least one specific reason,27.7,Low
8281,8281,Namibia,F,Age,25-34,... for at least one specific reason,29.1,Low
8282,8282,Namibia,F,Age,35-49,... for at least one specific reason,28.0,Low
8283,8283,Namibia,F,Age,15-24,... if she argues with him,10.0,
8284,8284,Namibia,F,Age,25-34,... if she argues with him,13.2,Medium
8285,8285,Namibia,F,Age,35-49,... if she argues with him,12.0,Medium
8286,8286,Namibia,F,Age,15-24,... if she burns the food,9.3,High
8287,8287,Namibia,F,Age,25-34,... if she burns the food,10.9,Medium
8288,8288,Namibia,F,Age,35-49,... if she burns the food,10.1,Medium
8289,8289,Namibia,F,Age,15-24,... if she goes out without telling him,11.8,Medium
8290,8290,Namibia,F,Age,25-34,... if she goes out without telling him,13.2,Medium
8291,8291,Namibia,F,Age,35-49,... if she goes out without telling him,14.2,Medium
8292,8292,Namibia,F,Age,15-24,... if she neglects the children,19.1,Medium
8293,8293,Namibia,F,Age,25-34,... if she neglects the children,20.7,Medium
8294,8294,Namibia,F,Age,35-49,... if she neglects the children,20.1,Medium
8295,8295,Namibia,F,Age,15-24,... if she refuses to have sex with him,6.2,High
8296,8296,Namibia,F,Age,25-34,... if she refuses to have sex with him,9.3,High
8297,8297,Namibia,F,Age,35-49,... if she refuses to have sex with him,8.6,High
8298,8298,Namibia,F,Education,Higher,... for at least one specific reason,9.8,High
8299,8299,Namibia,F,Education,No education,... for at least one specific reason,43.5,Low
8300,8300,Namibia,F,Education,Primary,... for at least one specific reason,40.2,Low
8301,8301,Namibia,F,Education,Secondary,... for at least one specific reason,26.4,Low
8302,8302,Namibia,F,Education,Higher,... if she argues with him,2.9,Very High
8303,8303,Namibia,F,Education,No education,... if she argues with him,23.2,Medium
8304,8304,Namibia,F,Education,Primary,... if she argues with him,19.9,Medium
8305,8305,Namibia,F,Education,Secondary,... if she argues with him,9.6,High
8306,8306,Namibia,F,Education,Higher,... if she burns the food,1.4,Very High
8307,8307,Namibia,F,Education,No education,... if she burns the food,20.3,Medium
8308,8308,Namibia,F,Education,Primary,... if she burns the food,16.6,Medium
8309,8309,Namibia,F,Education,Secondary,... if she burns the food,8.7,High
8310,8310,Namibia,F,Education,Higher,... if she goes out without telling him,2.6,Very High
8311,8311,Namibia,F,Education,No education,... if she goes out without telling him,23.3,Medium
8312,8312,Namibia,F,Education,Primary,... if she goes out without telling him,20.4,Medium
8313,8313,Namibia,F,Education,Secondary,... if she goes out without telling him,11.6,Medium
8314,8314,Namibia,F,Education,Higher,... if she neglects the children,6.1,High
8315,8315,Namibia,F,Education,No education,... if she neglects the children,29.6,Low
8316,8316,Namibia,F,Education,Primary,... if she neglects the children,27.8,Low
8317,8317,Namibia,F,Education,Secondary,... if she neglects the children,19.0,Medium
8318,8318,Namibia,F,Education,Higher,... if she refuses to have sex with him,1.8,Very High
8319,8319,Namibia,F,Education,No education,... if she refuses to have sex with him,17.4,Medium
8320,8320,Namibia,F,Education,Primary,... if she refuses to have sex with him,14.4,Medium
8321,8321,Namibia,F,Education,Secondary,... if she refuses to have sex with him,6.1,High
8322,8322,Namibia,F,Employment,Employed for cash,... for at least one specific reason,23.5,Medium
8323,8323,Namibia,F,Employment,Employed for kind,... for at least one specific reason,38.5,Low
8324,8324,Namibia,F,Employment,Unemployed,... for at least one specific reason,31.2,Low
8325,8325,Namibia,F,Employment,Employed for cash,... if she argues with him,8.1,High
8326,8326,Namibia,F,Employment,Employed for kind,... if she argues with him,14.2,Medium
8327,8327,Namibia,F,Employment,Unemployed,... if she argues with him,14.0,Medium
8328,8328,Namibia,F,Employment,Employed for cash,... if she burns the food,6.5,High
8329,8329,Namibia,F,Employment,Employed for kind,... if she burns the food,18.9,Medium
8330,8330,Namibia,F,Employment,Unemployed,... if she burns the food,12.1,Medium
8331,8331,Namibia,F,Employment,Employed for cash,... if she goes out without telling him,9.9,High
8332,8332,Namibia,F,Employment,Employed for kind,... if she goes out without telling him,17.8,Medium
8333,8333,Namibia,F,Employment,Unemployed,... if she goes out without telling him,15.0,Medium
8334,8334,Namibia,F,Employment,Employed for cash,... if she neglects the children,17.1,Medium
8335,8335,Namibia,F,Employment,Employed for kind,... if she neglects the children,28.1,Low
8336,8336,Namibia,F,Employment,Unemployed,... if she neglects the children,21.5,Medium
8337,8337,Namibia,F,Employment,Employed for cash,... if she refuses to have sex with him,5.9,High
8338,8338,Namibia,F,Employment,Employed for kind,... if she refuses to have sex with him,13.3,Medium
8339,8339,Namibia,F,Employment,Unemployed,... if she refuses to have sex with him,8.9,High
8340,8340,Namibia,F,Marital status,Married or living together,... for at least one specific reason,30.1,Low
8341,8341,Namibia,F,Marital status,Never married,... for at least one specific reason,26.3,Low
8342,8342,Namibia,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,36.5,Low
8343,8343,Namibia,F,Marital status,Married or living together,... if she argues with him,14.9,Medium
8344,8344,Namibia,F,Marital status,Never married,... if she argues with him,9.0,High
8345,8345,Namibia,F,Marital status,"Widowed, divorced, separated",... if she argues with him,16.8,Medium
8346,8346,Namibia,F,Marital status,Married or living together,... if she burns the food,12.0,Medium
8347,8347,Namibia,F,Marital status,Never married,... if she burns the food,8.6,High
8348,8348,Namibia,F,Marital status,"Widowed, divorced, separated",... if she burns the food,12.7,Medium
8349,8349,Namibia,F,Marital status,Married or living together,... if she goes out without telling him,15.6,Medium
8350,8350,Namibia,F,Marital status,Never married,... if she goes out without telling him,10.5,Medium
8351,8351,Namibia,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,21.1,Medium
8352,8352,Namibia,F,Marital status,Married or living together,... if she neglects the children,21.2,Medium
8353,8353,Namibia,F,Marital status,Never married,... if she neglects the children,18.4,Medium
8354,8354,Namibia,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,26.5,Low
8355,8355,Namibia,F,Marital status,Married or living together,... if she refuses to have sex with him,10.7,Medium
8356,8356,Namibia,F,Marital status,Never married,... if she refuses to have sex with him,5.6,High
8357,8357,Namibia,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,13.2,Medium
8358,8358,Namibia,F,Residence,Rural,... for at least one specific reason,37.0,Low
8359,8359,Namibia,F,Residence,Urban,... for at least one specific reason,21.5,Medium
8360,8360,Namibia,F,Residence,Rural,... if she argues with him,15.7,Medium
8361,8361,Namibia,F,Residence,Urban,... if she argues with him,8.4,High
8362,8362,Namibia,F,Residence,Rural,... if she burns the food,15.8,Medium
8363,8363,Namibia,F,Residence,Urban,... if she burns the food,5.6,High
8364,8364,Namibia,F,Residence,Rural,... if she goes out without telling him,18.6,Medium
8365,8365,Namibia,F,Residence,Urban,... if she goes out without telling him,8.6,High
8366,8366,Namibia,F,Residence,Rural,... if she neglects the children,26.1,Low
8367,8367,Namibia,F,Residence,Urban,... if she neglects the children,15.1,Medium
8368,8368,Namibia,F,Residence,Rural,... if she refuses to have sex with him,11.6,Medium
8369,8369,Namibia,F,Residence,Urban,... if she refuses to have sex with him,4.9,Very High
